ID,nom_plante,chemin,date,latitude,longitude
65,Plante 34,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0066.jpg,21/3/2012,-28.639224983568702,119.64314368946464
66,Plante 68,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0067.jpg,29/9/2010,65.52233503808645,96.0815695962524
67,Plante 37,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0068.jpg,22/6/2005,62.705408395699436,105.72510024448138
68,Plante 61,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0069.jpg,17/12/2011,-33.79988031683771,160.7816810279108
69,Plante 83,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0070.jpg,18/4/2004,-89.26475120899077,12.012794237780184
70,Plante 28,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0071.jpg,20/11/2005,-5.818640322238522,128.8205609372044
71,Plante 4,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0072.jpg,28/7/2009,48.7712290640045,-143.82815977428285
72,Plante 22,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0073.jpg,24/10/2007,42.79447835921499,154.0342290637065
73,Plante 65,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0074.jpg,30/8/2006,-84.66836535682418,-166.31554377571774
74,Plante 63,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0075.jpg,11/8/2020,-33.804760238677446,-178.14845895741664
75,Plante 37,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0076.jpg,27/2/2009,-54.389660922300926,104.37394598404472
76,Plante 22,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0077.jpg,26/2/2012,49.71309795808861,-77.11591137202949
77,Plante 13,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0078.jpg,19/1/2018,52.0237038393459,117.06772260426493
78,Plante 32,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0079.jpg,23/5/2005,-60.479465255940326,144.0428629790406
79,Plante 30,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0080.jpg,18/10/2008,42.73564585460613,48.39598612564936
80,Plante 86,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0081.jpg,2/3/2019,38.45346597856724,84.53780043128046
81,Plante 61,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0082.jpg,17/6/2020,-85.48218642037052,-160.6295151101644
82,Plante 100,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0083.jpg,20/7/2004,-69.28116984145674,-32.131650894846814
83,Plante 41,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0084.jpg,16/4/2018,67.46581312866974,-8.265478138790257
84,Plante 89,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0085.jpg,7/2/2007,66.33472590470484,-123.30949437188062
85,Plante 88,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0086.jpg,6/4/2001,65.95129910172867,-119.11221364280311
86,Plante 29,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0087.jpg,14/2/2005,-29.259739420315015,34.017433472460795
87,Plante 35,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0088.jpg,8/2/2019,-42.23791581040032,93.85572463061789
88,Plante 28,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0089.jpg,9/5/2006,-31.571948944156446,-60.741285725316814
89,Plante 52,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0090.jpg,5/5/2010,17.605163118012086,178.78483051752727
90,Plante 46,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0091.jpg,6/7/2008,81.31003147805981,85.14297830882532
91,Plante 66,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0092.jpg,25/10/2012,49.22962022100444,-162.6297524987124
92,Plante 25,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0093.jpg,29/4/2013,-26.202509208266825,41.416378582046406
93,Plante 91,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0094.jpg,7/9/2011,-84.07196561230424,70.1386462960748
94,Plante 23,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0095.jpg,27/1/2019,-45.81740867976502,73.46584313489137
95,Plante 26,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0096.jpg,14/4/2015,3.238991020437126,77.8501738488435
96,Plante 8,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0097.jpg,2/8/2003,45.77108245819451,83.59745893305228
97,Plante 54,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0098.jpg,26/10/2016,28.692022912413606,-168.34535343347244
98,Plante 83,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0099.jpg,19/12/2011,-75.98212660903044,-127.46170321898074
99,Plante 84,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0100.jpg,17/4/2015,-57.7758036987116,-102.29401027507427
100,Plante 94,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0101.jpg,17/12/2018,2.5291150413742827,144.74360095978648
101,Plante 72,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0102.jpg,10/10/2003,17.64599570280636,166.224371213136
102,Plante 33,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0103.jpg,11/3/2012,2.7678465394690193,122.01823140898648
103,Plante 66,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0104.jpg,28/3/2006,30.65051515757807,-20.49083683113298
104,Plante 66,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0105.jpg,12/9/2009,-76.48460602484225,-147.76691146912702
105,Plante 95,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0106.jpg,20/6/2009,41.85191910400195,-1.8264748662420516
106,Plante 91,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0107.jpg,18/9/2001,-74.38371207536792,94.57684351860587
107,Plante 1,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0108.jpg,29/11/2016,-24.652601176992192,93.31512768442667
108,Plante 94,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0109.jpg,16/6/2007,6.976384692481872,-19.081249003453564
109,Plante 83,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0110.jpg,16/8/2009,-65.32002826885558,-158.88116763638146
110,Plante 75,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0111.jpg,10/1/2001,-77.72113513820386,-1.9623078955945914
111,Plante 2,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0112.jpg,25/7/2006,67.11137835972565,104.495242676754
112,Plante 55,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0113.jpg,24/8/2020,67.67530816741683,-33.75381430186397
113,Plante 60,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0114.jpg,29/4/2015,-18.53338537850621,-34.00132413933389
114,Plante 2,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0115.jpg,4/12/2014,58.81157465198348,-69.25867029567249
115,Plante 89,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0116.jpg,13/3/2006,15.04919766682302,-122.60781938581843
116,Plante 29,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0117.jpg,4/2/2006,-50.161802340266625,-153.85230279819916
117,Plante 88,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0118.jpg,2/2/2011,40.482123201011774,76.80360019105967
118,Plante 30,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0119.jpg,27/11/2019,-66.66012113819045,-147.65891249323278
119,Plante 49,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0120.jpg,12/3/2019,67.69535762513999,-166.14124986324495
120,Plante 68,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0121.jpg,5/6/2017,16.38569615661426,-8.896157710489263
121,Plante 33,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0122.jpg,13/6/2003,6.228522825272066,150.87257443786467
122,Plante 33,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0123.jpg,22/5/2020,-89.71467845505703,-102.19257831785562
123,Plante 37,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0124.jpg,29/7/2004,-39.0523723128671,-68.82071929951348
124,Plante 46,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0125.jpg,15/6/2018,26.01776924562472,65.50760751259233
125,Plante 3,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0126.jpg,18/5/2002,44.40765250055094,-114.93502593999688
126,Plante 71,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0127.jpg,23/3/2015,-23.03999796148446,-86.29581564367555
127,Plante 23,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0128.jpg,7/4/2013,16.434659903568672,-43.58864308512349
128,Plante 70,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0129.jpg,25/7/2014,28.763375768142183,-149.3362982469359
129,Plante 62,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0130.jpg,25/7/2002,-81.52513210758221,127.12631153772338
130,Plante 63,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0131.jpg,2/2/2003,-76.3317606524175,163.53227017007106
131,Plante 15,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0132.jpg,30/5/2001,55.17947206871577,-10.298605467309812
132,Plante 80,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0133.jpg,8/9/2012,-89.04512960299513,132.82364487846206
133,Plante 38,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0134.jpg,30/7/2007,-10.593525119182175,-176.95589656783025
134,Plante 99,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0135.jpg,2/7/2020,43.76458382969457,54.218335446282794
135,Plante 6,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0136.jpg,1/4/2015,-6.246027966311345,-93.71661576893685
136,Plante 91,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0137.jpg,27/9/2012,-29.14849386131049,5.163414604551349
137,Plante 32,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0138.jpg,8/6/2013,-13.824308358199318,-13.885761359376744
138,Plante 57,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0139.jpg,15/9/2004,-69.14130788481683,111.96343134263452
139,Plante 16,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0140.jpg,6/11/2020,6.317407900978367,-43.71248524234318
140,Plante 1,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0141.jpg,5/12/2012,76.51205069966193,61.77119417176627
141,Plante 93,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0142.jpg,28/3/2000,83.19936060528823,30.00715061090628
142,Plante 33,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0143.jpg,24/8/2001,-45.6026494353344,-27.10938786389329
143,Plante 94,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0144.jpg,5/12/2011,-44.023538373998555,7.233016589233415
144,Plante 6,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0145.jpg,12/4/2003,-51.71026126252535,103.02634773778885
145,Plante 30,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0146.jpg,21/9/2009,84.41865634557658,151.45702755300664
146,Plante 4,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0147.jpg,2/2/2019,-19.97449926452117,144.92897417438115
147,Plante 29,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0148.jpg,23/7/2008,-52.18999371103703,110.36270015710102
148,Plante 11,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0149.jpg,8/12/2015,-10.871760897672303,-96.6604344745261
149,Plante 56,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0150.jpg,7/12/2005,31.436659573631758,-98.23540563753467
150,Plante 57,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0151.jpg,29/6/2000,-29.671849853259502,-60.80847665007926
151,Plante 96,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0152.jpg,1/3/2008,-32.05226292963046,-13.482545107172427
152,Plante 15,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0153.jpg,9/12/2008,-67.35575955705241,80.65562209407966
153,Plante 26,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0154.jpg,7/2/2009,-49.504914333597625,87.19171363895975
154,Plante 2,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0155.jpg,3/9/2017,-46.04723761989015,-11.331482009191802
155,Plante 5,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0156.jpg,22/1/2014,-66.48653868004607,61.68114342344285
156,Plante 89,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0157.jpg,27/3/2004,-11.280191298900732,-25.295438159571177
157,Plante 65,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0158.jpg,18/5/2017,-87.06381104116369,10.304039295231746
158,Plante 62,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0159.jpg,27/5/2004,-27.12089754182513,-36.47727101086758
159,Plante 39,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0160.jpg,24/7/2009,66.8361875812196,-172.2398717206965
160,Plante 13,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0161.jpg,4/4/2019,62.67456315661343,-49.71154494150852
161,Plante 15,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0162.jpg,13/3/2009,-15.625013888358325,-152.75754495306325
162,Plante 80,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0163.jpg,28/5/2010,-37.219047002851916,-11.658085934502935
163,Plante 61,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0164.jpg,13/4/2012,48.30796428312948,3.9094839905207834
164,Plante 79,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0165.jpg,30/3/2016,-65.60823150837824,-60.97665257983999
165,Plante 82,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0166.jpg,10/12/2009,-45.679542371637595,-18.87075663901632
166,Plante 66,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0167.jpg,29/3/2000,-76.0683406498345,-59.841288974403355
167,Plante 84,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0168.jpg,21/12/2016,69.56050226699318,75.26117192351583
168,Plante 99,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0169.jpg,12/11/2012,-41.23708072553027,52.26297790389475
169,Plante 59,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0170.jpg,16/6/2005,43.7194210812485,126.44732433756894
170,Plante 40,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0171.jpg,11/5/2000,-49.22755273674431,54.11946239819892
171,Plante 66,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0172.jpg,11/8/2014,9.73931187747641,91.31417893745152
172,Plante 83,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0173.jpg,3/7/2008,-73.35136761176223,-90.35120755679277
173,Plante 31,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0174.jpg,21/12/2014,86.83538687721176,51.39299414345402
174,Plante 72,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0175.jpg,6/5/2013,-16.450522860370157,146.13904220473893
175,Plante 59,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0176.jpg,7/11/2016,53.15937011167435,-6.0768371336882865
176,Plante 87,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0177.jpg,26/1/2020,42.55061174688092,-145.80284322141452
177,Plante 12,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0178.jpg,28/2/2013,53.05249074700376,5.278867598121678
178,Plante 18,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0179.jpg,12/8/2000,48.069053652512224,103.56073554935801
179,Plante 93,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0180.jpg,12/4/2008,-53.992476433652804,-150.11369698163145
180,Plante 6,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0181.jpg,5/7/2016,-38.4799842589594,-17.03312430458169
181,Plante 33,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0182.jpg,18/12/2016,-47.18851616377527,-136.07882706198757
182,Plante 63,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0183.jpg,26/4/2007,-59.29957542248935,-136.91287618920214
183,Plante 95,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0184.jpg,13/10/2008,-30.93749971961151,-46.67940586677847
184,Plante 64,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0185.jpg,16/1/2009,-46.90108684600869,11.73841558307089
185,Plante 77,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0186.jpg,5/11/2005,83.18108534358655,-120.42436634845109
186,Plante 81,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0187.jpg,22/1/2012,-79.13674361799669,-97.8133630021026
187,Plante 88,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0188.jpg,18/9/2004,17.8862353913549,45.88965989680858
188,Plante 10,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0189.jpg,6/6/2009,31.349712530498877,-94.88461912147203
189,Plante 90,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0190.jpg,6/1/2003,34.21037167238275,125.00794754026396
190,Plante 63,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0191.jpg,7/2/2018,66.43018364697386,55.348693506509306
191,Plante 54,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0192.jpg,17/10/2010,52.89234860292075,-38.284123378132506
192,Plante 93,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0193.jpg,20/5/2004,10.58512035821343,-132.8474374885604
193,Plante 68,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0194.jpg,29/8/2007,-8.867314654209068,-169.9298302740026
194,Plante 98,https://riidley.github.io/DataVizHAMSEK/Projet/data/jpg\image_0195.jpg,11/1/2009,34.66855455241503,20.325970623686004
